slice,variant,year,quarter,bucket,category,dollars
networth,detail,1992,3,TopPt1,Mortgages,18689000000
networth,detail,1992,3,TopPt1,Net worth,2081608000000
networth,detail,1992,3,TopPt1,Nonfinancial assets,378935000000
networth,detail,1992,3,TopPt1,Other loans and advances (Assets),93061000000
networth,detail,1992,3,TopPt1,Other loans and advances (Liabilities),9311000000
networth,detail,1992,3,TopPt1,Real estate,281275000000
networth,detail,1992,3,TopPt1,U.S. government and municipal securities,229532000000
networth,detail,1992,4,Bottom50,Annuities,13775000000
networth,detail,1992,4,Bottom50,Assets,2191736000000
networth,detail,1992,4,Bottom50,Consumer credit,431127000000
networth,detail,1992,4,Bottom50,Consumer durables,483102000000
networth,detail,1992,4,Bottom50,Corporate and foreign bonds,1501000000
networth,detail,1992,4,Bottom50,Corporate equities and mutual fund shares,49300000000
networth,detail,1992,4,Bottom50,DB pension entitlements,148378000000
networth,detail,1992,4,Bottom50,DC pension entitlements,59637000000
networth,detail,1992,4,Bottom50,Debt securities,16422000000
networth,detail,1992,4,Bottom50,Deferred and unpaid life insurance premiums,1896000000
networth,detail,1992,4,Bottom50,Depository institutions loans n.e.c.,647000000
networth,detail,1992,4,Bottom50,Deposits,172893000000
networth,detail,1992,4,Bottom50,Financial assets,626071000000
networth,detail,1992,4,Bottom50,Home mortgages,761267000000
networth,detail,1992,4,Bottom50,Liabilities,1222921000000
networth,detail,1992,4,Bottom50,Life insurance reserves,53380000000
networth,detail,1992,4,Bottom50,Loans (Assets),3548000000
networth,detail,1992,4,Bottom50,Loans (Liabilities),1221024000000
networth,detail,1992,4,Bottom50,Minimum Wealth Cutoff,NA
networth,detail,1992,4,Bottom50,Miscellaneous assets,54251000000
networth,detail,1992,4,Bottom50,Miscellaneous other equity,48704000000
networth,detail,1992,4,Bottom50,Money market fund shares,5785000000
networth,detail,1992,4,Bottom50,Mortgages,1744000000
networth,detail,1992,4,Bottom50,Net worth,968815000000
networth,detail,1992,4,Bottom50,Nonfinancial assets,1565665000000
networth,detail,1992,4,Bottom50,Other loans and advances (Assets),1804000000
networth,detail,1992,4,Bottom50,Other loans and advances (Liabilities),27983000000
networth,detail,1992,4,Bottom50,Real estate,1082563000000
networth,detail,1992,4,Bottom50,U.S. government and municipal securities,14921000000
networth,detail,1992,4,Next40,Annuities,214900000000
networth,detail,1992,4,Next40,Assets,10494602000000
networth,detail,1992,4,Next40,Consumer credit,309350000000
networth,detail,1992,4,Next40,Consumer durables,962146000000
networth,detail,1992,4,Next40,Corporate and foreign bonds,38130000000
networth,detail,1992,4,Next40,Corporate equities and mutual fund shares,608899000000
networth,detail,1992,4,Next40,DB pension entitlements,2254943000000
networth,detail,1992,4,Next40,DC pension entitlements,366885000000
networth,detail,1992,4,Next40,Debt securities,174052000000
networth,detail,1992,4,Next40,Deferred and unpaid life insurance premiums,7741000000
networth,detail,1992,4,Next40,Depository institutions loans n.e.c.,547000000
networth,detail,1992,4,Next40,Deposits,1224805000000
networth,detail,1992,4,Next40,Financial assets,5923795000000
networth,detail,1992,4,Next40,Home mortgages,1378091000000
networth,detail,1992,4,Next40,Liabilities,1741856000000
networth,detail,1992,4,Next40,Life insurance reserves,218310000000
networth,detail,1992,4,Next40,Loans (Assets),42103000000
networth,detail,1992,4,Next40,Loans (Liabilities),1734114000000
networth,detail,1992,4,Next40,Minimum Wealth Cutoff,NA
networth,detail,1992,4,Next40,Miscellaneous assets,132484000000
networth,detail,1992,4,Next40,Miscellaneous other equity,589088000000
networth,detail,1992,4,Next40,Money market fund shares,97326000000
networth,detail,1992,4,Next40,Mortgages,22106000000
networth,detail,1992,4,Next40,Net worth,8752746000000
networth,detail,1992,4,Next40,Nonfinancial assets,4570807000000
networth,detail,1992,4,Next40,Other loans and advances (Assets),19997000000
networth,detail,1992,4,Next40,Other loans and advances (Liabilities),46127000000
networth,detail,1992,4,Next40,Real estate,3608661000000
networth,detail,1992,4,Next40,U.S. government and municipal securities,135923000000
networth,detail,1992,4,Next9,Annuities,221632000000
networth,detail,1992,4,Next9,Assets,9407631000000
networth,detail,1992,4,Next9,Consumer credit,71090000000
networth,detail,1992,4,Next9,Consumer durables,474275000000
networth,detail,1992,4,Next9,Corporate and foreign bonds,72962000000
networth,detail,1992,4,Next9,Corporate equities and mutual fund shares,1194130000000
networth,detail,1992,4,Next9,DB pension entitlements,1925924000000
networth,detail,1992,4,Next9,DC pension entitlements,429065000000
networth,detail,1992,4,Next9,Debt securities,442795000000
networth,detail,1992,4,Next9,Deferred and unpaid life insurance premiums,5199000000
networth,detail,1992,4,Next9,Depository institutions loans n.e.c.,569000000
networth,detail,1992,4,Next9,Deposits,1079261000000
networth,detail,1992,4,Next9,Financial assets,6844615000000
networth,detail,1992,4,Next9,Home mortgages,579478000000
networth,detail,1992,4,Next9,Liabilities,715396000000
networth,detail,1992,4,Next9,Life insurance reserves,145993000000
networth,detail,1992,4,Next9,Loans (Assets),134968000000
networth,detail,1992,4,Next9,Loans (Liabilities),710197000000
networth,detail,1992,4,Next9,Minimum Wealth Cutoff,NA
networth,detail,1992,4,Next9,Miscellaneous assets,70580000000
networth,detail,1992,4,Next9,Miscellaneous other equity,1030061000000
networth,detail,1992,4,Next9,Money market fund shares,170205000000
networth,detail,1992,4,Next9,Mortgages,65076000000
networth,detail,1992,4,Next9,Net worth,8692235000000
networth,detail,1992,4,Next9,Nonfinancial assets,2563016000000
networth,detail,1992,4,Next9,Other loans and advances (Assets),69892000000
networth,detail,1992,4,Next9,Other loans and advances (Liabilities),59060000000
networth,detail,1992,4,Next9,Real estate,2088741000000
networth,detail,1992,4,Next9,U.S. government and municipal securities,369834000000
networth,detail,1992,4,RemainingTop1,Annuities,23433000000
networth,detail,1992,4,RemainingTop1,Assets,3591817000000
networth,detail,1992,4,RemainingTop1,Consumer credit,12314000000
networth,detail,1992,4,RemainingTop1,Consumer durables,171029000000
networth,detail,1992,4,RemainingTop1,Corporate and foreign bonds,65590000000
networth,detail,1992,4,RemainingTop1,Corporate equities and mutual fund shares,858780000000
networth,detail,1992,4,RemainingTop1,DB pension entitlements,205473000000
networth,detail,1992,4,RemainingTop1,DC pension entitlements,106164000000
networth,detail,1992,4,RemainingTop1,Debt securities,329300000000
networth,detail,1992,4,RemainingTop1,Deferred and unpaid life insurance premiums,959000000
networth,detail,1992,4,RemainingTop1,Depository institutions loans n.e.c.,328000000
networth,detail,1992,4,RemainingTop1,Deposits,285150000000
networth,detail,1992,4,RemainingTop1,Financial assets,2828881000000
networth,detail,1992,4,RemainingTop1,Home mortgages,100909000000
networth,detail,1992,4,RemainingTop1,Liabilities,144369000000
networth,detail,1992,4,RemainingTop1,Life insurance reserves,27716000000
networth,detail,1992,4,RemainingTop1,Loans (Assets),125441000000
networth,detail,1992,4,RemainingTop1,Loans (Liabilities),143411000000
networth,detail,1992,4,RemainingTop1,Minimum Wealth Cutoff,NA
networth,detail,1992,4,RemainingTop1,Miscellaneous assets,16127000000
networth,detail,1992,4,RemainingTop1,Miscellaneous other equity,759768000000
networth,detail,1992,4,RemainingTop1,Money market fund shares,91528000000
networth,detail,1992,4,RemainingTop1,Mortgages,25943000000
networth,detail,1992,4,RemainingTop1,Net worth,3447448000000
networth,detail,1992,4,RemainingTop1,Nonfinancial assets,762936000000
networth,detail,1992,4,RemainingTop1,Other loans and advances (Assets),99498000000
networth,detail,1992,4,RemainingTop1,Other loans and advances (Liabilities),29860000000
networth,detail,1992,4,RemainingTop1,Real estate,591907000000
networth,detail,1992,4,RemainingTop1,U.S. government and municipal securities,263710000000
networth,detail,1992,4,TopPt1,Annuities,715000000
networth,detail,1992,4,TopPt1,Assets,2244087000000
networth,detail,1992,4,TopPt1,Consumer credit,887000000
networth,detail,1992,4,TopPt1,Consumer durables,102916000000
networth,detail,1992,4,TopPt1,Corporate and foreign bonds,45133000000
networth,detail,1992,4,TopPt1,Corporate equities and mutual fund shares,601236000000
networth,detail,1992,4,TopPt1,DB pension entitlements,37500000000
networth,detail,1992,4,TopPt1,DC pension entitlements,12342000000
networth,detail,1992,4,TopPt1,Debt securities,281282000000
networth,detail,1992,4,TopPt1,Deferred and unpaid life insurance premiums,314000000
networth,detail,1992,4,TopPt1,Depository institutions loans n.e.c.,220000000
networth,detail,1992,4,TopPt1,Deposits,111920000000
networth,detail,1992,4,TopPt1,Financial assets,1860841000000
networth,detail,1992,4,TopPt1,Home mortgages,21158000000
networth,detail,1992,4,TopPt1,Liabilities,32034000000
networth,detail,1992,4,TopPt1,Life insurance reserves,11942000000
networth,detail,1992,4,TopPt1,Loans (Assets),140295000000
networth,detail,1992,4,TopPt1,Loans (Liabilities),31719000000
networth,detail,1992,4,TopPt1,Minimum Wealth Cutoff,NA
networth,detail,1992,4,TopPt1,Miscellaneous assets,5534000000
networth,detail,1992,4,TopPt1,Miscellaneous other equity,602656000000
networth,detail,1992,4,TopPt1,Money market fund shares,55418000000
networth,detail,1992,4,TopPt1,Mortgages,18581000000
networth,detail,1992,4,TopPt1,Net worth,2212053000000
networth,detail,1992,4,TopPt1,Nonfinancial assets,383246000000
networth,detail,1992,4,TopPt1,Other loans and advances (Assets),121714000000
networth,detail,1992,4,TopPt1,Other loans and advances (Liabilities),9454000000
networth,detail,1992,4,TopPt1,Real estate,280331000000
networth,detail,1992,4,TopPt1,U.S. government and municipal securities,236149000000
networth,detail,1993,1,Bottom50,Annuities,13795000000
networth,detail,1993,1,Bottom50,Assets,2166584000000
networth,detail,1993,1,Bottom50,Consumer credit,431114000000
networth,detail,1993,1,Bottom50,Consumer durables,495194000000
networth,detail,1993,1,Bottom50,Corporate and foreign bonds,1807000000
networth,detail,1993,1,Bottom50,Corporate equities and mutual fund shares,51395000000
networth,detail,1993,1,Bottom50,DB pension entitlements,148645000000
networth,detail,1993,1,Bottom50,DC pension entitlements,67619000000
networth,detail,1993,1,Bottom50,Debt securities,17310000000
networth,detail,1993,1,Bottom50,Deferred and unpaid life insurance premiums,1938000000
networth,detail,1993,1,Bottom50,Depository institutions loans n.e.c.,1101000000
networth,detail,1993,1,Bottom50,Deposits,168551000000
networth,detail,1993,1,Bottom50,Financial assets,637661000000
networth,detail,1993,1,Bottom50,Home mortgages,776864000000
networth,detail,1993,1,Bottom50,Liabilities,1244827000000
networth,detail,1993,1,Bottom50,Life insurance reserves,55207000000
networth,detail,1993,1,Bottom50,Loans (Assets),3749000000
networth,detail,1993,1,Bottom50,Loans (Liabilities),1242890000000
networth,detail,1993,1,Bottom50,Minimum Wealth Cutoff,NA
networth,detail,1993,1,Bottom50,Miscellaneous assets,55654000000
networth,detail,1993,1,Bottom50,Miscellaneous other equity,49779000000
networth,detail,1993,1,Bottom50,Money market fund shares,5956000000
networth,detail,1993,1,Bottom50,Mortgages,1849000000
networth,detail,1993,1,Bottom50,Net worth,921757000000
networth,detail,1993,1,Bottom50,Nonfinancial assets,1528924000000
networth,detail,1993,1,Bottom50,Other loans and advances (Assets),1900000000
networth,detail,1993,1,Bottom50,Other loans and advances (Liabilities),33810000000
networth,detail,1993,1,Bottom50,Real estate,1033730000000
networth,detail,1993,1,Bottom50,U.S. government and municipal securities,15503000000
networth,detail,1993,1,Next40,Annuities,218451000000
networth,detail,1993,1,Next40,Assets,10537537000000
networth,detail,1993,1,Next40,Consumer credit,298670000000
networth,detail,1993,1,Next40,Consumer durables,961134000000
networth,detail,1993,1,Next40,Corporate and foreign bonds,45507000000
networth,detail,1993,1,Next40,Corporate equities and mutual fund shares,617778000000
networth,detail,1993,1,Next40,DB pension entitlements,2281526000000
networth,detail,1993,1,Next40,DC pension entitlements,392447000000
networth,detail,1993,1,Next40,Debt securities,180698000000
networth,detail,1993,1,Next40,Deferred and unpaid life insurance premiums,7819000000
networth,detail,1993,1,Next40,Depository institutions loans n.e.c.,984000000
networth,detail,1993,1,Next40,Deposits,1196130000000
networth,detail,1993,1,Next40,Financial assets,5977057000000
networth,detail,1993,1,Next40,Home mortgages,1379102000000
networth,detail,1993,1,Next40,Liabilities,1734697000000
networth,detail,1993,1,Next40,Life insurance reserves,222936000000
networth,detail,1993,1,Next40,Loans (Assets),44217000000
networth,detail,1993,1,Next40,Loans (Liabilities),1726877000000
networth,detail,1993,1,Next40,Minimum Wealth Cutoff,NA
networth,detail,1993,1,Next40,Miscellaneous assets,133941000000
networth,detail,1993,1,Next40,Miscellaneous other equity,591875000000
networth,detail,1993,1,Next40,Money market fund shares,97059000000
networth,detail,1993,1,Next40,Mortgages,22089000000
networth,detail,1993,1,Next40,Net worth,8802840000000
networth,detail,1993,1,Next40,Nonfinancial assets,4560480000000
networth,detail,1993,1,Next40,Other loans and advances (Assets),22127000000
networth,detail,1993,1,Next40,Other loans and advances (Liabilities),48122000000
networth,detail,1993,1,Next40,Real estate,3599347000000
networth,detail,1993,1,Next40,U.S. government and municipal securities,135191000000
networth,detail,1993,1,Next9,Annuities,230921000000
networth,detail,1993,1,Next9,Assets,9523465000000
networth,detail,1993,1,Next9,Consumer credit,65663000000
networth,detail,1993,1,Next9,Consumer durables,449660000000
networth,detail,1993,1,Next9,Corporate and foreign bonds,80732000000
networth,detail,1993,1,Next9,Corporate equities and mutual fund shares,1228308000000
networth,detail,1993,1,Next9,DB pension entitlements,1980958000000
networth,detail,1993,1,Next9,DC pension entitlements,443357000000
networth,detail,1993,1,Next9,Debt securities,432598000000
networth,detail,1993,1,Next9,Deferred and unpaid life insurance premiums,5075000000
networth,detail,1993,1,Next9,Depository institutions loans n.e.c.,915000000
networth,detail,1993,1,Next9,Deposits,1050183000000
networth,detail,1993,1,Next9,Financial assets,6920653000000
networth,detail,1993,1,Next9,Home mortgages,575237000000
networth,detail,1993,1,Next9,Liabilities,705462000000
networth,detail,1993,1,Next9,Life insurance reserves,143271000000
networth,detail,1993,1,Next9,Loans (Assets),138625000000
networth,detail,1993,1,Next9,Loans (Liabilities),700387000000
networth,detail,1993,1,Next9,Minimum Wealth Cutoff,NA
networth,detail,1993,1,Next9,Miscellaneous assets,70420000000
networth,detail,1993,1,Next9,Miscellaneous other equity,1028711000000
networth,detail,1993,1,Next9,Money market fund shares,173302000000
networth,detail,1993,1,Next9,Mortgages,63319000000
networth,detail,1993,1,Next9,Net worth,8818003000000
networth,detail,1993,1,Next9,Nonfinancial assets,2602812000000
networth,detail,1993,1,Next9,Other loans and advances (Assets),75306000000
networth,detail,1993,1,Next9,Other loans and advances (Liabilities),58572000000
networth,detail,1993,1,Next9,Real estate,2153152000000
networth,detail,1993,1,Next9,U.S. government and municipal securities,351866000000
networth,detail,1993,1,RemainingTop1,Annuities,23183000000
networth,detail,1993,1,RemainingTop1,Assets,3677635000000
networth,detail,1993,1,RemainingTop1,Consumer credit,11412000000
networth,detail,1993,1,RemainingTop1,Consumer durables,167105000000
networth,detail,1993,1,RemainingTop1,Corporate and foreign bonds,75865000000
networth,detail,1993,1,RemainingTop1,Corporate equities and mutual fund shares,917127000000
networth,detail,1993,1,RemainingTop1,DB pension entitlements,196709000000
networth,detail,1993,1,RemainingTop1,DC pension entitlements,114240000000
networth,detail,1993,1,RemainingTop1,Debt securities,334347000000
networth,detail,1993,1,RemainingTop1,Deferred and unpaid life insurance premiums,1052000000
networth,detail,1993,1,RemainingTop1,Depository institutions loans n.e.c.,557000000
networth,detail,1993,1,RemainingTop1,Deposits,279713000000
networth,detail,1993,1,RemainingTop1,Financial assets,2901933000000
networth,detail,1993,1,RemainingTop1,Home mortgages,102765000000
networth,detail,1993,1,RemainingTop1,Liabilities,145631000000
networth,detail,1993,1,RemainingTop1,Life insurance reserves,30895000000
networth,detail,1993,1,RemainingTop1,Loans (Assets),109251000000
networth,detail,1993,1,RemainingTop1,Loans (Liabilities),144580000000
networth,detail,1993,1,RemainingTop1,Minimum Wealth Cutoff,NA
networth,detail,1993,1,RemainingTop1,Miscellaneous assets,16573000000
networth,detail,1993,1,RemainingTop1,Miscellaneous other equity,784454000000
networth,detail,1993,1,RemainingTop1,Money market fund shares,95442000000
networth,detail,1993,1,RemainingTop1,Mortgages,25657000000
networth,detail,1993,1,RemainingTop1,Net worth,3532003000000
networth,detail,1993,1,RemainingTop1,Nonfinancial assets,775702000000
networth,detail,1993,1,RemainingTop1,Other loans and advances (Assets),83594000000
networth,detail,1993,1,RemainingTop1,Other loans and advances (Liabilities),29846000000
networth,detail,1993,1,RemainingTop1,Real estate,608597000000
networth,detail,1993,1,RemainingTop1,U.S. government and municipal securities,258482000000
networth,detail,1993,1,TopPt1,Annuities,790000000
networth,detail,1993,1,TopPt1,Assets,2350493000000
networth,detail,1993,1,TopPt1,Consumer credit,403000000
networth,detail,1993,1,TopPt1,Consumer durables,133522000000
networth,detail,1993,1,TopPt1,Corporate and foreign bonds,58839000000
networth,detail,1993,1,TopPt1,Corporate equities and mutual fund shares,629328000000
networth,detail,1993,1,TopPt1,DB pension entitlements,34775000000
networth,detail,1993,1,TopPt1,DC pension entitlements,13320000000
networth,detail,1993,1,TopPt1,Debt securities,295417000000
networth,detail,1993,1,TopPt1,Deferred and unpaid life insurance premiums,344000000
networth,detail,1993,1,TopPt1,Depository institutions loans n.e.c.,359000000
networth,detail,1993,1,TopPt1,Deposits,109325000000
networth,detail,1993,1,TopPt1,Financial assets,1941692000000
networth,detail,1993,1,TopPt1,Home mortgages,20735000000
networth,detail,1993,1,TopPt1,Liabilities,31568000000
networth,detail,1993,1,TopPt1,Life insurance reserves,13193000000
networth,detail,1993,1,TopPt1,Loans (Assets),169983000000
networth,detail,1993,1,TopPt1,Loans (Liabilities),31224000000
networth,detail,1993,1,TopPt1,Minimum Wealth Cutoff,NA
networth,detail,1993,1,TopPt1,Miscellaneous assets,5701000000
networth,detail,1993,1,TopPt1,Miscellaneous other equity,613053000000
networth,detail,1993,1,TopPt1,Money market fund shares,56808000000
networth,detail,1993,1,TopPt1,Mortgages,18503000000
networth,detail,1993,1,TopPt1,Net worth,2318925000000
networth,detail,1993,1,TopPt1,Nonfinancial assets,408801000000
networth,detail,1993,1,TopPt1,Other loans and advances (Assets),151480000000
networth,detail,1993,1,TopPt1,Other loans and advances (Liabilities),9726000000
networth,detail,1993,1,TopPt1,Real estate,275279000000
networth,detail,1993,1,TopPt1,U.S. government and municipal securities,236577000000
networth,detail,1993,2,Bottom50,Annuities,13819000000
networth,detail,1993,2,Bottom50,Assets,2230558000000
networth,detail,1993,2,Bottom50,Consumer credit,442434000000
networth,detail,1993,2,Bottom50,Consumer durables,507129000000
networth,detail,1993,2,Bottom50,Corporate and foreign bonds,1927000000
networth,detail,1993,2,Bottom50,Corporate equities and mutual fund shares,52654000000
networth,detail,1993,2,Bottom50,DB pension entitlements,148916000000
networth,detail,1993,2,Bottom50,DC pension entitlements,73751000000
networth,detail,1993,2,Bottom50,Debt securities,17793000000
networth,detail,1993,2,Bottom50,Deferred and unpaid life insurance premiums,1979000000
networth,detail,1993,2,Bottom50,Depository institutions loans n.e.c.,1031000000
networth,detail,1993,2,Bottom50,Deposits,168071000000
networth,detail,1993,2,Bottom50,Financial assets,649738000000
networth,detail,1993,2,Bottom50,Home mortgages,809920000000
networth,detail,1993,2,Bottom50,Liabilities,1292847000000
networth,detail,1993,2,Bottom50,Life insurance reserves,57104000000
networth,detail,1993,2,Bottom50,Loans (Assets),3946000000
networth,detail,1993,2,Bottom50,Loans (Liabilities),1290867000000
networth,detail,1993,2,Bottom50,Minimum Wealth Cutoff,NA
networth,detail,1993,2,Bottom50,Miscellaneous assets,56932000000
networth,detail,1993,2,Bottom50,Miscellaneous other equity,50876000000
networth,detail,1993,2,Bottom50,Money market fund shares,5876000000
networth,detail,1993,2,Bottom50,Mortgages,1953000000
networth,detail,1993,2,Bottom50,Net worth,937712000000
networth,detail,1993,2,Bottom50,Nonfinancial assets,1580820000000
networth,detail,1993,2,Bottom50,Other loans and advances (Assets),1993000000
networth,detail,1993,2,Bottom50,Other loans and advances (Liabilities),37482000000
networth,detail,1993,2,Bottom50,Real estate,1073691000000
networth,detail,1993,2,Bottom50,U.S. government and municipal securities,15866000000
networth,detail,1993,2,Next40,Annuities,222150000000
networth,detail,1993,2,Next40,Assets,10658922000000
networth,detail,1993,2,Next40,Consumer credit,300502000000
networth,detail,1993,2,Next40,Consumer durables,967308000000
networth,detail,1993,2,Next40,Corporate and foreign bonds,48280000000
networth,detail,1993,2,Next40,Corporate equities and mutual fund shares,619387000000
networth,detail,1993,2,Next40,DB pension entitlements,2308208000000
networth,detail,1993,2,Next40,DC pension entitlements,403688000000
networth,detail,1993,2,Next40,Debt securities,180410000000
networth,detail,1993,2,Next40,Deferred and unpaid life insurance premiums,7898000000
networth,detail,1993,2,Next40,Depository institutions loans n.e.c.,955000000
networth,detail,1993,2,Next40,Deposits,1190806000000
networth,detail,1993,2,Next40,Financial assets,6021834000000
networth,detail,1993,2,Next40,Home mortgages,1394891000000
networth,detail,1993,2,Next40,Liabilities,1752725000000
networth,detail,1993,2,Next40,Life insurance reserves,227859000000
networth,detail,1993,2,Next40,Loans (Assets),45964000000
networth,detail,1993,2,Next40,Loans (Liabilities),1744827000000
networth,detail,1993,2,Next40,Minimum Wealth Cutoff,NA
networth,detail,1993,2,Next40,Miscellaneous assets,135107000000
networth,detail,1993,2,Next40,Miscellaneous other equity,594197000000
networth,detail,1993,2,Next40,Money market fund shares,94059000000
networth,detail,1993,2,Next40,Mortgages,22062000000
networth,detail,1993,2,Next40,Net worth,8906196000000
networth,detail,1993,2,Next40,Nonfinancial assets,4637087000000
networth,detail,1993,2,Next40,Other loans and advances (Assets),23902000000
networth,detail,1993,2,Next40,Other loans and advances (Liabilities),48480000000
networth,detail,1993,2,Next40,Real estate,3669780000000
networth,detail,1993,2,Next40,U.S. government and municipal securities,132130000000
networth,detail,1993,2,Next9,Annuities,240652000000
networth,detail,1993,2,Next9,Assets,9577365000000
networth,detail,1993,2,Next9,Consumer credit,64415000000
networth,detail,1993,2,Next9,Consumer durables,457355000000
networth,detail,1993,2,Next9,Corporate and foreign bonds,85116000000
networth,detail,1993,2,Next9,Corporate equities and mutual fund shares,1238223000000
networth,detail,1993,2,Next9,DB pension entitlements,2036329000000
networth,detail,1993,2,Next9,DC pension entitlements,446315000000
networth,detail,1993,2,Next9,Debt securities,413448000000
networth,detail,1993,2,Next9,Deferred and unpaid life insurance premiums,4950000000
networth,detail,1993,2,Next9,Depository institutions loans n.e.c.,799000000
networth,detail,1993,2,Next9,Deposits,1040362000000
networth,detail,1993,2,Next9,Financial assets,6963584000000
networth,detail,1993,2,Next9,Home mortgages,577327000000
networth,detail,1993,2,Next9,Liabilities,703066000000
networth,detail,1993,2,Next9,Life insurance reserves,140874000000
networth,detail,1993,2,Next9,Loans (Assets),141259000000
networth,detail,1993,2,Next9,Loans (Liabilities),698116000000
networth,detail,1993,2,Next9,Minimum Wealth Cutoff,NA
networth,detail,1993,2,Next9,Miscellaneous assets,70139000000
networth,detail,1993,2,Next9,Miscellaneous other equity,1025771000000
networth,detail,1993,2,Next9,Money market fund shares,170213000000
networth,detail,1993,2,Next9,Mortgages,61518000000
networth,detail,1993,2,Next9,Net worth,8874299000000
networth,detail,1993,2,Next9,Nonfinancial assets,2613781000000
networth,detail,1993,2,Next9,Other loans and advances (Assets),79741000000
networth,detail,1993,2,Next9,Other loans and advances (Liabilities),55576000000
networth,detail,1993,2,Next9,Real estate,2156426000000
networth,detail,1993,2,Next9,U.S. government and municipal securities,328332000000
networth,detail,1993,2,RemainingTop1,Annuities,22948000000
networth,detail,1993,2,RemainingTop1,Assets,3731715000000
networth,detail,1993,2,RemainingTop1,Consumer credit,11069000000
networth,detail,1993,2,RemainingTop1,Consumer durables,168838000000
networth,detail,1993,2,RemainingTop1,Corporate and foreign bonds,81323000000
networth,detail,1993,2,RemainingTop1,Corporate equities and mutual fund shares,958054000000
networth,detail,1993,2,RemainingTop1,DB pension entitlements,187909000000
networth,detail,1993,2,RemainingTop1,DC pension entitlements,119367000000
networth,detail,1993,2,RemainingTop1,Debt securities,329784000000
networth,detail,1993,2,RemainingTop1,Deferred and unpaid life insurance premiums,1146000000
networth,detail,1993,2,RemainingTop1,Depository institutions loans n.e.c.,511000000
networth,detail,1993,2,RemainingTop1,Deposits,283857000000
networth,detail,1993,2,RemainingTop1,Financial assets,2953567000000
networth,detail,1993,2,RemainingTop1,Home mortgages,105817000000
networth,detail,1993,2,RemainingTop1,Liabilities,147734000000
networth,detail,1993,2,RemainingTop1,Life insurance reserves,34313000000
networth,detail,1993,2,RemainingTop1,Loans (Assets),95850000000
networth,detail,1993,2,RemainingTop1,Loans (Liabilities),146589000000
networth,detail,1993,2,RemainingTop1,Minimum Wealth Cutoff,NA
networth,detail,1993,2,RemainingTop1,Miscellaneous assets,16992000000
networth,detail,1993,2,RemainingTop1,Miscellaneous other equity,809008000000
networth,detail,1993,2,RemainingTop1,Money market fund shares,95485000000
networth,detail,1993,2,RemainingTop1,Mortgages,25357000000
networth,detail,1993,2,RemainingTop1,Net worth,3583981000000
networth,detail,1993,2,RemainingTop1,Nonfinancial assets,778148000000
networth,detail,1993,2,RemainingTop1,Other loans and advances (Assets),70494000000
networth,detail,1993,2,RemainingTop1,Other loans and advances (Liabilities),29191000000
networth,detail,1993,2,RemainingTop1,Real estate,609310000000
networth,detail,1993,2,RemainingTop1,U.S. government and municipal securities,248461000000
networth,detail,1993,2,TopPt1,Annuities,854000000
networth,detail,1993,2,TopPt1,Assets,2402931000000
networth,detail,1993,2,TopPt1,Consumer credit,243000000
networth,detail,1993,2,TopPt1,Consumer durables,135816000000
networth,detail,1993,2,TopPt1,Corporate and foreign bonds,69096000000
networth,detail,1993,2,TopPt1,Corporate equities and mutual fund shares,640544000000
networth,detail,1993,2,TopPt1,DB pension entitlements,32082000000
networth,detail,1993,2,TopPt1,DC pension entitlements,13853000000
networth,detail,1993,2,TopPt1,Debt securities,299921000000
networth,detail,1993,2,TopPt1,Deferred and unpaid life insurance premiums,375000000
networth,detail,1993,2,TopPt1,Depository institutions loans n.e.c.,322000000
networth,detail,1993,2,TopPt1,Deposits,115001000000
networth,detail,1993,2,TopPt1,Financial assets,1996235000000
networth,detail,1993,2,TopPt1,Home mortgages,20391000000
networth,detail,1993,2,TopPt1,Liabilities,31210000000
networth,detail,1993,2,TopPt1,Life insurance reserves,14564000000
networth,detail,1993,2,TopPt1,Loans (Assets),197012000000
networth,detail,1993,2,TopPt1,Loans (Liabilities),30835000000
networth,detail,1993,2,TopPt1,Minimum Wealth Cutoff,NA
networth,detail,1993,2,TopPt1,Miscellaneous assets,5857000000
networth,detail,1993,2,TopPt1,Miscellaneous other equity,622875000000
networth,detail,1993,2,TopPt1,Money market fund shares,53671000000
networth,detail,1993,2,TopPt1,Mortgages,18434000000
networth,detail,1993,2,TopPt1,Net worth,2371721000000
networth,detail,1993,2,TopPt1,Nonfinancial assets,406696000000
networth,detail,1993,2,TopPt1,Other loans and advances (Assets),178578000000
networth,detail,1993,2,TopPt1,Other loans and advances (Liabilities),9879000000
networth,detail,1993,2,TopPt1,Real estate,270880000000
networth,detail,1993,2,TopPt1,U.S. government and municipal securities,230825000000
networth,detail,1993,3,Bottom50,Annuities,13857000000
networth,detail,1993,3,Bottom50,Assets,2300168000000
networth,detail,1993,3,Bottom50,Consumer credit,458906000000
networth,detail,1993,3,Bottom50,Consumer durables,518310000000
networth,detail,1993,3,Bottom50,Corporate and foreign bonds,2122000000
networth,detail,1993,3,Bottom50,Corporate equities and mutual fund shares,55299000000
networth,detail,1993,3,Bottom50,DB pension entitlements,149222000000
networth,detail,1993,3,Bottom50,DC pension entitlements,80098000000
networth,detail,1993,3,Bottom50,Debt securities,18259000000
networth,detail,1993,3,Bottom50,Deferred and unpaid life insurance premiums,2021000000
networth,detail,1993,3,Bottom50,Depository institutions loans n.e.c.,1224000000
